ID,texto_original,label,origen,plantilla_id,subclase,texto_modelo
V3-02467,Un haitiano siempre va a ser un problema,2,v3_odio_grupo,odio_grupo|Un {gs} siempre va a ser un problema,Xenofobia,Un haitiano siempre va a ser un problema
V3-02468,"Ya me hartaste, mald!to",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Tono agresivo,"Ya me hartaste, mald!to"
V3-02469,Ya son demasiados ancianos en este país 👴💀,2,v3_emoji_clase2,emoji_clase2|emoji_👴💀,Adultos mayores,Ya son demasiados ancianos en este país :anciano: :calavera:
V3-02470,"Hablando pura paja, cerot3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"Hablando pura paja, cerot3"
V3-02471,"No seás tacaño, pagá la cuenta vos",0,v3_jerga_control,"jerga_control|No seás {t}, pagá la cuenta vos",,"No seás tacaño, pagá la cuenta vos"
V3-02472,Los muertos de hambre son una plaga 🐶,2,v3_emoji_clase2,emoji_clase2|emoji_🐶,Personas en situación de pobreza,Los muertos de hambre son una plaga :cara_de_perro:
V3-02473,"Andate a tu país, c*che",2,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}",Homofobia,"Andate a tu país, c*che"
V3-02474,Ese jura nunca falla cuando se le necesita,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} nunca falla cuando se le necesita,,Ese jura nunca falla cuando se le necesita
V3-02475,"cabal, se me pasó la hora de la cita",0,v3_jerga_notoxico,"jerga_notoxico|{t}, se me pasó la hora de la cita",,"cabal, se me pasó la hora de la cita"
V3-02476,"Ya me hartaste, sinverguensa",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}",Insulto,"Ya me hartaste, sinverguensa"
V3-02477,"Andate de aquí, jura o5ico",1,v3_jerga_ofensivo,"jerga_ofensivo|Andate de aquí, {t}",Insulto Directo,"Andate de aquí, jura o5ico"
V3-02478,Que lo vayan a c****r de una vez te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|Que lo vayan a {v} de una vez,Amenaza Directa,Que lo vayan a c****r de una vez te lo juro
V3-02479,"Aquí no te queremos, khapiadora",2,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}",Sexismo,"Aquí no te queremos, khapiadora"
V3-02480,"Por gente como vos está así el país, cu*he",2,v3_odio_ofuscado,"odio_ofuscado|Andate a tu país, {t}",Homofobia,"Por gente como vos está así el país, cu*he"
V3-02481,"Que se vayan los sudacas, son puro estorbo 🐒🇲🇽",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇲🇽,Latinoamericanos,"Que se vayan los sudacas, son puro estorbo :mono: :bandera_méxico:"
V3-02482,Se me olvidó el pisto en la casa,0,v3_jerga_notoxico,jerga_notoxico|Se me olvidó el {t} en la casa,,Se me olvidó el pisto en la casa
V3-02483,A ese ya le tienen el cajón listo,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_simple,Amenaza Implícita,A ese ya le tienen el cajón listo
V3-02484,"Qué asco das, b.r.u.t.i.c.o",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Insulto,"Qué asco das, b.r.u.t.i.c.o"
V3-02485,Un guatemalteco siempre va a ser un problema,2,v3_odio_grupo,odio_grupo|Un {gs} siempre va a ser un problema,Xenofobia,Un guatemalteco siempre va a ser un problema
V3-02486,Vinieron unos venezolanos a la actividad,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Vinieron unos {g} a la actividad,,Vinieron unos venezolanos a la actividad
V3-02487,"Los indios son 👨‍🌾🐒 escoria, así de simple",2,v3_emoji_clase2,emoji_clase2|emoji_👨‍🌾🐒,Pueblos indígenas,"Los indios son :hombre: :espiga_de_arroz: :mono: escoria, así de simple"
V3-02488,Vamos a g*****r a ese maje acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje,Amenaza Directa,Vamos a g*****r a ese maje acordate de esto
V3-02489,"Todos los migrantes son puro estorbo, sin excepción 🐁",2,v3_emoji_clase2,emoji_clase2|emoji_🐁,Migrantes y personas empobrecidas,"Todos los migrantes son puro estorbo, sin excepción :ratón:"
V3-02490,"Eso es lo que sos, un cr0t3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}",Insulto,"Eso es lo que sos, un cr0t3"
V3-02491,Si lo vuelvo a ver lo voy a liiinchar,3,v3_amenaza_ofuscada,amenaza_ofuscada|Si lo vuelvo a ver lo voy a {v},Amenaza Directa,Si lo vuelvo a ver lo voy a liiinchar
V3-02492,"Me da igual lo que digas, cur$o",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",nan,"Me da igual lo que digas, cur$o"
V3-02493,"Por gente como vos está así el país, chapi4dora",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Sexismo,"Por gente como vos está así el país, chapi4dora"
V3-02494,"Todos los judíos son mierda, sin excepción 🧃",2,v3_emoji_clase2,emoji_clase2|emoji_🧃,Judíos,"Todos los judíos son mierda, sin excepción :tetrabrik:"
V3-02495,"Dejá de escribir, pazmad0 🇺🇸🦅💩",1,v3_emoji_clase1,emoji_clase1|emoji_🇺🇸🦅💩,Estadounidenses,"Dejá de escribir, pazmad0 :bandera_estados_unidos: :águila: :caca_con_ojos:"
V3-02496,Sos un cvles y punto,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Palabras obscenas,Sos un cvles y punto
V3-02497,"Hay que l1nch4rlos a todos y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Hay que {v}los a todos,Amenaza Directa,"Hay que l1nch4rlos a todos y no es amenaza, es aviso"
V3-02498,Sos un p4ja y punto 🧟,1,v3_emoji_clase1,emoji_clase1|emoji_🧟,Colectivo político,Sos un p4ja y punto :zombi:
V3-02499,"Odio a los haitianos, son basura",2,v3_odio_grupo,"odio_grupo|Odio a los {g}, {p}",Xenofobia,"Odio a los haitianos, son basura"
V3-02500,🌟 Nos vemos mañana en la reunión,0,v3_emoji_benigno,emoji_benigno|benigno_🌟,,:estrella_brillante: Nos vemos mañana en la reunión
V3-02501,Voy a ir a t******rte a tu casa te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|Voy a ir a {v}te a tu casa,Amenaza Directa,Voy a ir a t******rte a tu casa te lo juro
V3-02502,El equipo de los mexicanos jugó limpio,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|El equipo de los {g} jugó limpio,,El equipo de los mexicanos jugó limpio
V3-02503,"Volvé cuando aprendás, c1pote",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este,Palabras obscenas,"Volvé cuando aprendás, c1pote"
V3-02504,Mirá al sinvergvenza este,1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,Mirá al sinvergvenza este
V3-02505,"No hablés de lo que no sabés, ca*hudo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Volvé cuando aprendás, {t}",Insulto,"No hablés de lo que no sabés, ca*hudo"
V3-02506,"No sabés nada, hdp",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"No sabés nada, hdp"
V3-02507,Está yuca el examen de mañana,0,v3_jerga_notoxico,jerga_notoxico|Está {t} el examen de mañana,,Está yuca el examen de mañana
V3-02508,Los guatemaltecos juegan muy bien al fútbol,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} juegan muy bien al fútbol,,Los guatemaltecos juegan muy bien al fútbol
V3-02509,Sos un escobas calendarios y punto,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,Sos un escobas calendarios y punto
V3-02510,"No hablés de lo que no sabés, basura",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"No hablés de lo que no sabés, basura"
V3-02511,"exacto, qué bonito amaneció hoy",0,v3_jerga_control,"jerga_control|{t}, qué bonito amaneció hoy",,"exacto, qué bonito amaneció hoy"
V3-02512,Me gusta mucho la música de los argentinos,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Me gusta mucho la música de los {g},,Me gusta mucho la música de los argentinos
V3-02513,Lo van a reeeventar a ese ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Lo van a {v} a ese,Amenaza Directa,Lo van a reeeventar a ese ya vas a ver
V3-02514,"Todos los chinos son basura, sin excepción",2,v3_odio_grupo,"odio_grupo|Todos los {g} {p}, sin excepción",Xenofobia,"Todos los chinos son basura, sin excepción"
V3-02515,"Ya me hartaste, bvrro 🧟",1,v3_emoji_clase1,emoji_clase1|emoji_🧟,Colectivo político,"Ya me hartaste, bvrro :zombi:"
V3-02516,"Aquí no te queremos, nargent1n4",2,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}",Xenofobia,"Aquí no te queremos, nargent1n4"
V3-02517,"Qué pereza leerte, chuco",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}",Insulto,"Qué pereza leerte, chuco"
V3-02518,Uno de estos días lo van a c o l g a r acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Uno de estos días lo van a {v},Amenaza Directa,Uno de estos días lo van a c o l g a r acordate de esto
V3-02519,Ya llegamos bien a la casa 🎂,0,v3_emoji_benigno,emoji_benigno|benigno_🎂,,Ya llegamos bien a la casa :tarta_de_cumpleaños:
V3-02520,"Me da igual lo que digas, hijveput4",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,"Me da igual lo que digas, hijveput4"
V3-02521,"Me dan ganas de baaalearlo y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Me dan ganas de {v}lo,Amenaza Directa,"Me dan ganas de baaalearlo y no es amenaza, es aviso"
V3-02522,"Regresate de donde viniste, pandillera",2,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}",Xenofobia,"Regresate de donde viniste, pandillera"
V3-02523,"Hablando pura paja, p*to",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",Palabras obscenas,"Hablando pura paja, p*to"
V3-02524,"Andate a tu país, gorron4",2,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}",Sexismo,"Andate a tu país, gorron4"
V3-02525,"No sabés nada, ezcobas",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Insulto,"No sabés nada, ezcobas"
V3-02526,Qué rico estuvo el almuerzo de hoy 🎂,0,v3_emoji_benigno,emoji_benigno|benigno_🎂,,Qué rico estuvo el almuerzo de hoy :tarta_de_cumpleaños:
V3-02527,El profesor nuevo es peruano,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|El profesor nuevo es {gs},,El profesor nuevo es peruano
V3-02528,Te van a a******r si seguís así vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Te van a {v} si seguís así,Amenaza Directa,Te van a a******r si seguís así vas a ver
V3-02529,"Vamos a f u s i l a r a ese maje y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje,Amenaza Directa,"Vamos a f u s i l a r a ese maje y no es amenaza, es aviso"
V3-02530,🧹👷 A ese ya le tienen el cajón listo,3,v3_emoji_clase3,emoji_clase3|emoji_🧹👷,Migrantes y grupos étnicos,:escoba: :profesional_de_la_construcción: A ese ya le tienen el cajón listo
V3-02531,Los argentinos tienen unas playas preciosas,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} tienen unas playas preciosas,,Los argentinos tienen unas playas preciosas
V3-02532,Andá traeme el objeto ese que dejé,0,v3_jerga_control,jerga_control|Andá traeme el {t} ese que dejé,,Andá traeme el objeto ese que dejé
V3-02533,Vamos a ver al payaso el domingo,0,v3_jerga_control,jerga_control|Vamos a ver al {t} el domingo,,Vamos a ver al payaso el domingo
V3-02534,Qué rico estuvo 👏 el almuerzo de hoy,0,v3_emoji_benigno,emoji_benigno|benigno_👏,,Qué rico estuvo :manos_aplaudiendo: el almuerzo de hoy
V3-02535,"No hablés de lo que no sabés, tonta 🇺🇸🦅💩",1,v3_emoji_clase1,emoji_clase1|emoji_🇺🇸🦅💩,Estadounidenses,"No hablés de lo que no sabés, tonta :bandera_estados_unidos: :águila: :caca_con_ojos:"
V3-02536,"Mejor callate, v*rga",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Palabras obscenas,"Mejor callate, v*rga"
V3-02537,"Ya me hartaste, b4yunc0",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto,Insulto,"Ya me hartaste, b4yunc0"
V3-02538,"Hablando pura paja, foka",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,"Hablando pura paja, foka"
V3-02539,"Qué pereza leerte, putaaa",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Dejá de escribir, {t}",Palabras obscenas,"Qué pereza leerte, putaaa"
V3-02540,Ya compré el bolado para el domingo ❤️,0,v3_emoji_benigno,emoji_benigno|benigno_❤️,,Ya compré el bolado para el domingo :corazón_rojo:
V3-02541,No quiero ni un nicaragüense cerca de mi familia,2,v3_odio_grupo,odio_grupo|No quiero ni un {gs} cerca de mi familia,Xenofobia,No quiero ni un nicaragüense cerca de mi familia
V3-02542,Fuera los pobres de nuestro país 🐶,2,v3_emoji_clase2,emoji_clase2|emoji_🐶,Personas en situación de pobreza,Fuera los pobres de nuestro país :cara_de_perro:
V3-02543,Ojalá lo golp34ren pronto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto,Amenaza Directa,Ojalá lo golp34ren pronto
V3-02544,"No sabés nada, kholko",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,"No sabés nada, kholko"
V3-02545,"Hablando pura paja, verguia",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Volvé cuando aprendás, {t}",Palabras obscenas,"Hablando pura paja, verguia"
V3-02546,Mi vecino es indígena y es buena gente,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Mi vecino es {gs} y es buena gente,,Mi vecino es indígena y es buena gente
V3-02547,Los cubanos sobran en este país,2,v3_odio_grupo,odio_grupo|Los {g} {p},Xenofobia,Los cubanos sobran en este país
V3-02548,Los migrantes son basura 🪲 y nadie lo dice,2,v3_emoji_clase2,emoji_clase2|emoji_🪲,Migrantes y grupos étnicos,Los migrantes son basura :escarabajo: y nadie lo dice
V3-02549,🌑 Los morenos son una plaga y nadie lo dice,2,v3_emoji_clase2,emoji_clase2|emoji_🌑,Personas racializadas,:luna_nueva: Los morenos son una plaga y nadie lo dice
V3-02550,Ya son demasiados negros en este país 🤮🙈,2,v3_emoji_clase2,emoji_clase2|emoji_🤮🙈,Personas racializadas,Ya son demasiados negros en este país :cara_vomitando: :mono_con_los_ojos_tapados:
V3-02551,"Volvé cuando aprendás, brut1co",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Insulto,"Volvé cuando aprendás, brut1co"
V3-02552,La comida de los mexicanos está buenísima,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|La comida de los {g} está buenísima,,La comida de los mexicanos está buenísima
V3-02553,"👏 Todo bien con el jura, no hay pleito",0,v3_emoji_benigno,emoji_benigno|benigno_👏,,":manos_aplaudiendo: Todo bien con el jura, no hay pleito"
V3-02554,"Callate ya, veztia",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Insulto,"Callate ya, veztia"
V3-02555,"Ojalá te deporten, p4rasitar",2,v3_odio_ofuscado,"odio_ofuscado|Da asco verte, {t}",Xenofobia,"Ojalá te deporten, p4rasitar"
V3-02556,"Ojalá te deporten, i-n-d-i-o",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Racismo,"Ojalá te deporten, i-n-d-i-o"
V3-02557,"Qué pereza leerte, micooo",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Palabras obscenas,"Qué pereza leerte, micooo"
V3-02558,"Qué asco das, bab0so",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}",Insulto,"Qué asco das, bab0so"
V3-02559,"Eso es lo que sos, un f4sc1st4",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este,Insulto,"Eso es lo que sos, un f4sc1st4"
V3-02560,Ya quisiera r3v3nt4r a ese maje vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ya quisiera {v} a ese maje,Amenaza Directa,Ya quisiera r3v3nt4r a ese maje vas a ver
V3-02561,"Ojalá te deporten, mejis!mio",2,v3_odio_ofuscado,"odio_ofuscado|Andate a tu país, {t}",Xenofobia,"Ojalá te deporten, mejis!mio"
V3-02562,"Qué pereza leerte, p3nd3jo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Dejá de escribir, {t}",Insulto,"Qué pereza leerte, p3nd3jo"
V3-02563,No encuentro el guaro por ningún lado,0,v3_jerga_notoxico,jerga_notoxico|No encuentro el {t} por ningún lado,,No encuentro el guaro por ningún lado
V3-02564,Alguien debería quebr@r a ese tipo acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Alguien debería {v} a ese tipo,Amenaza Directa,Alguien debería quebr@r a ese tipo acordate de esto
V3-02565,"Que se vayan los migrantes, no son gente 🚽🧻",2,v3_emoji_clase2,emoji_clase2|emoji_🚽🧻,Migrantes y personas empobrecidas,"Que se vayan los migrantes, no son gente :inodoro: :rollo_de_papel:"
V3-02566,Ya viene el chero con las pupusas 🎉,0,v3_emoji_benigno,emoji_benigno|benigno_🎉,,Ya viene el chero con las pupusas :cañón_de_confeti:
V3-02567,El profesor nuevo es indígena,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|El profesor nuevo es {gs},,El profesor nuevo es indígena
V3-02568,Se ve bonito el paisaje desde aquí 🙏,0,v3_emoji_benigno,emoji_benigno|benigno_🙏,,Se ve bonito el paisaje desde aquí :manos_en_oración:
V3-02569,Ojalá lo cooolgaren pronto acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto,Amenaza Directa,Ojalá lo cooolgaren pronto acordate de esto
V3-02570,El equipo de los nicaragüenses jugó limpio,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|El equipo de los {g} jugó limpio,,El equipo de los nicaragüenses jugó limpio
V3-02571,Me dan ganas de q.u.e.m.a.rlo,3,v3_amenaza_ofuscada,amenaza_ofuscada|Me dan ganas de {v}lo,Amenaza Directa,Me dan ganas de q.u.e.m.a.rlo
V3-02572,"Qué feri4, en serio",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}",Insulto,"Qué feri4, en serio"
V3-02573,"Andate a tu país, 1nmiqrante",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Andate a tu país, 1nmiqrante"
V3-02574,"Andate a tu país, marer",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Andate a tu país, marer"
V3-02575,Los hondureños tienen unas playas preciosas,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} tienen unas playas preciosas,,Los hondureños tienen unas playas preciosas
V3-02576,"Odio a los peruanos, son basura",2,v3_odio_grupo,"odio_grupo|Odio a los {g}, {p}",Xenofobia,"Odio a los peruanos, son basura"
V3-02577,Le va a llegar su hora ⚰️,3,v3_emoji_clase3,emoji_clase3|emoji_⚰️,Personas enfermas,Le va a llegar su hora :ataúd:
V3-02578,Ese cipote siempre llega tarde pero llega,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} siempre llega tarde pero llega,,Ese cipote siempre llega tarde pero llega
V3-02579,"No jodás más, jo*ido",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Tono agresivo,"No jodás más, jo*ido"
V3-02580,"Mejor callate, culero",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,"Mejor callate, culero"
V3-02581,Deberían reventar a todos esos te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|Deberían {v} a todos esos,Amenaza Directa,Deberían reventar a todos esos te lo juro
V3-02582,El chero está 🌟 bien tranquilo hoy,0,v3_emoji_benigno,emoji_benigno|benigno_🌟,,El chero está :estrella_brillante: bien tranquilo hoy
V3-02583,No quiero ni un haitiano cerca de mi familia,2,v3_odio_grupo,odio_grupo|No quiero ni un {gs} cerca de mi familia,Xenofobia,No quiero ni un haitiano cerca de mi familia
V3-02584,Mi vecino es haitiano y es buena gente,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Mi vecino es {gs} y es buena gente,,Mi vecino es haitiano y es buena gente
V3-02585,Le van a apagar la luz a ese maje vas a ver,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_con_cola,Amenaza Implícita,Le van a apagar la luz a ese maje vas a ver
V3-02586,"Mejor callate, m-a-m-a-l-a",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Palabras obscenas,"Mejor callate, m-a-m-a-l-a"
V3-02587,Mi vecino es guatemalteco y es buena gente,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Mi vecino es {gs} y es buena gente,,Mi vecino es guatemalteco y es buena gente
V3-02588,"Da asco verte, arraztr4da",2,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}",Sexismo,"Da asco verte, arraztr4da"
V3-02589,"Da asco verte, qorron4",2,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}",Sexismo,"Da asco verte, qorron4"
V3-02590,"🐒🇲🇽 Mientras más centroamericanos llegan, peor está todo",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇲🇽,Latinoamericanos,":mono: :bandera_méxico: Mientras más centroamericanos llegan, peor está todo"
V3-02591,Ya salieron las notas 🤝 y me fue bien,0,v3_emoji_benigno,emoji_benigno|benigno_🤝,,Ya salieron las notas :apretón_de_manos: y me fue bien
V3-02592,Le van a mandar saludos con plomo 💣,3,v3_emoji_clase3,emoji_clase3|emoji_💣,Colectivo,Le van a mandar saludos con plomo :bomba:
V3-02593,"Gente como vos sobra, t3rrorista",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Gente como vos sobra, t3rrorista"
