ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga,origen,plantilla_id
V3-02270,sintetico,,,"🚽🧻 Que se vayan los migrantes, no son gente",":inodoro: :rollo_de_papel: Que se vayan los migrantes, no son gente",,Discurso de Odio,2,Migrantes y personas empobrecidas,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🚽🧻
V3-02271,sintetico,,,"Dejá de escribir, mediocre","Dejá de escribir, mediocre",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No jodás más, {t}"
V3-02272,sintetico,,,"Da asco verte, marero","Da asco verte, marero",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}"
V3-02273,sintetico,,,Los chinos dan asco y nadie lo dice,Los chinos dan asco y nadie lo dice,,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_grupo,odio_grupo|Los {g} {p} y nadie lo dice
V3-02274,sintetico,,,"Regresate de donde viniste, parásito","Regresate de donde viniste, parásito",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}"
V3-02275,sintetico,,,Está chuco el examen de mañana,Está chuco el examen de mañana,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Está {t} el examen de mañana
V3-02276,sintetico,,,Los nicaragüenses juegan muy bien al fútbol,Los nicaragüenses juegan muy bien al fútbol,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} juegan muy bien al fútbol
V3-02277,sintetico,,,Andá traeme el pelota ese que dejé,Andá traeme el pelota ese que dejé,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Andá traeme el {t} ese que dejé
V3-02278,sintetico,,,Ya compré el bolado para el domingo,Ya compré el bolado para el domingo,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Ya compré el {t} para el domingo
V3-02279,sintetico,,,"Los pobres son una 🚽 plaga, así de simple","Los pobres son una :inodoro: plaga, así de simple",,Discurso de Odio,2,Migrantes y personas empobrecidas,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🚽
V3-02280,sintetico,,,"Todos los cipotes 🍍 son escoria, sin excepción","Todos los cipotes :piña: son escoria, sin excepción",,Discurso de Odio,2,Menores de edad,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🍍
V3-02281,sintetico,,,Ningún guatemalteco debería estar aquí,Ningún guatemalteco debería estar aquí,,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_grupo,odio_grupo|Ningún {gs} debería estar aquí
V3-02282,sintetico,,,Se lo van a llevar los cheros acordate de esto,Se lo van a llevar los cheros acordate de esto,,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_con_cola
V3-02283,sintetico,,,"Ya cállese, med!ocre","Ya cállese, med!ocre",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}"
V3-02284,sintetico,,,Puro fascizt4 el que escribió eso,Puro fascizt4 el que escribió eso,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este
V3-02285,sintetico,,,"Qué onda cerote, ⚽ todo bien por allá","Qué onda cerote, :balón_de_fútbol: todo bien por allá",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_⚽
V3-02286,sintetico,,,"Cerrá el hocico, p1pian","Cerrá el hocico, p1pian",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}"
V3-02287,sintetico,,,Ojalá lo b.a.l.e.a.ren pronto,Ojalá lo b.a.l.e.a.ren pronto,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto
V3-02288,sintetico,,,Fuera los obesos de nuestro país 🐋,Fuera los obesos de nuestro país :ballena:,,Discurso de Odio,2,Personas con sobrepeso,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🐋
V3-02289,sintetico,,,"Qué iqnorant3, en serio","Qué iqnorant3, en serio",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}"
V3-02290,sintetico,,,Ese niño es mi mejor amigo desde la escuela,Ese niño es mi mejor amigo desde la escuela,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Ese {t} es mi mejor amigo desde la escuela
V3-02291,sintetico,,,Ya son demasiados tarados en este país 🤤,Ya son demasiados tarados en este país :cara_babeando:,,Discurso de Odio,2,Personas con discapacidad intelectual,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🤤
V3-02292,sintetico,,,Ahí le dejo el objeto que le debía,Ahí le dejo el objeto que le debía,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Ahí le dejo el {t} que le debía
V3-02293,sintetico,,,"Por gente como vos está así el país, i.n.d.i.o","Por gente como vos está así el país, i.n.d.i.o",,Discurso de Odio,2,Racismo,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}"
V3-02294,sintetico,,,No respondo si lo llego a g o l p e a r ya vas a ver,No respondo si lo llego a g o l p e a r ya vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v}
V3-02296,sintetico,,,"Uno de estos días lo van a revent@r y no es amenaza, es aviso","Uno de estos días lo van a revent@r y no es amenaza, es aviso",,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Uno de estos días lo van a {v}
V3-02297,sintetico,,,Si lo vuelvo a ver lo voy a linch@r vas a ver,Si lo vuelvo a ver lo voy a linch@r vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Si lo vuelvo a ver lo voy a {v}
V3-02298,sintetico,,,Buena suerte en el examen 😂,Buena suerte en el examen :cara_llorando_de_risa:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_😂
V3-02299,sintetico,,,"Regresate de donde viniste, n3gro","Regresate de donde viniste, n3gro",,Discurso de Odio,2,Racismo,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}"
V3-02300,sintetico,,,"Aquí no te queremos, 1nm1grante","Aquí no te queremos, 1nm1grante",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}"
V3-02301,sintetico,,,Puro chuc0 el que escribió eso,Puro chuc0 el que escribió eso,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}"
V3-02302,sintetico,,,Ese bayunco es mi mejor amigo desde la escuela,Ese bayunco es mi mejor amigo desde la escuela,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} es mi mejor amigo desde la escuela
V3-02303,sintetico,,,"Mientras más venezolanos llegan, peor está todo","Mientras más venezolanos llegan, peor está todo",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_grupo,"odio_grupo|Mientras más {g} llegan, peor está todo"
V3-02304,sintetico,,,Andá traeme el guaro ese que dejé,Andá traeme el guaro ese que dejé,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Andá traeme el {t} ese que dejé
V3-02305,sintetico,,,"Sos lo peor que hay, desverque","Sos lo peor que hay, desverque",,Lenguaje Ofensivo,1,Tono agresivo,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso
V3-02306,sintetico,,,"Andá a trabajar, p1nche","Andá a trabajar, p1nche",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Hablando pura paja, {t}"
V3-02307,sintetico,,,"Andate a tu país, v@lieron verga","Andate a tu país, v@lieron verga",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}"
V3-02308,sintetico,,,Los migrantes dan asco 🪲 y nadie lo dice,Los migrantes dan asco :escarabajo: y nadie lo dice,,Discurso de Odio,2,Migrantes y grupos étnicos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🪲
V3-02309,sintetico,,,"Volvé cuando aprendás, idi0ta","Volvé cuando aprendás, idi0ta",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}"
V3-02310,sintetico,,,"Gente como vos sobra, ne*ro","Gente como vos sobra, ne*ro",,Discurso de Odio,2,Racismo,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}"
V3-02311,sintetico,,,"Cerrá el hocico, cul","Cerrá el hocico, cul",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}"
V3-02312,sintetico,,,👏 Buena suerte en el examen,:manos_aplaudiendo: Buena suerte en el examen,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_👏
V3-02313,sintetico,,,"Mejor callate, tragando$ela","Mejor callate, tragando$ela",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}"
V3-02314,sintetico,,,Estudié con dos compañeros hondureños,Estudié con dos compañeros hondureños,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Estudié con dos compañeros {g}
V3-02315,sintetico,,,A ese hay que baaalearlo antes de que siga anotalo,A ese hay que baaalearlo antes de que siga anotalo,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga
V3-02316,sintetico,,,"Qué asco das, ze l4 pica","Qué asco das, ze l4 pica",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}"
V3-02317,sintetico,,,"Qué asco das, trag@ndosela","Qué asco das, trag@ndosela",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}"
V3-02318,sintetico,,,"Me da igual lo que digas, chota prepaq0","Me da igual lo que digas, chota prepaq0",,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_ofensivo,"jerga_ofensivo|Me da igual lo que digas, {t}"
V3-02319,sintetico,,,Ahí le dejo el chunche que le debía,Ahí le dejo el chunche que le debía,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Ahí le dejo el {t} que le debía
V3-02320,sintetico,,,Mi vecino es cubano y es buena gente,Mi vecino es cubano y es buena gente,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Mi vecino es {gs} y es buena gente
V3-02321,sintetico,,,Se me olvidó el dinero en la casa,Se me olvidó el dinero en la casa,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Se me olvidó el {t} en la casa
V3-02322,sintetico,,,"Otra vez vos, culera","Otra vez vos, culera",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez
V3-02323,sintetico,,,"Me da igual lo que digas, kholc0","Me da igual lo que digas, kholc0",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez
V3-02324,sintetico,,,"Sos lo peor que hay, chucho rataaa","Sos lo peor que hay, chucho rataaa",,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_ofensivo,"jerga_ofensivo|Sos lo peor que hay, {t}"
V3-02325,sintetico,,,El día amaneció bien sucio hoy,El día amaneció bien sucio hoy,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|El día amaneció bien {t} hoy
V3-02326,sintetico,,,Puro v4qo el que escribió eso,Puro v4qo el que escribió eso,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso
V3-02327,sintetico,,,Ya le pusieron 🔪 precio a ese,Ya le pusieron :cuchillo_de_cocina: precio a ese,,Amenazas/Violencia,3,Individuo,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase3,emoji_clase3|emoji_🔪
V3-02328,sintetico,,,"Hablando pura paja, j*dido","Hablando pura paja, j*dido",,Lenguaje Ofensivo,1,Tono agresivo,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}"
V3-02329,sintetico,,,"Ya cállese, ma1tro","Ya cállese, ma1tro",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este
V3-02330,sintetico,,,Los sudacas sobran en este país y nadie lo dice 🐒🇻🇪,Los sudacas sobran en este país y nadie lo dice :mono: :bandera_venezuela:,,Discurso de Odio,2,Latinoamericanos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🐒🇻🇪
V3-02331,sintetico,,,"Qué pereza leerte, ignor4nt3","Qué pereza leerte, ignor4nt3",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}"
V3-02332,sintetico,,,No respondo si lo llego a reven74r vas a ver,No respondo si lo llego a reven74r vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v}
V3-02333,sintetico,,,Sos un verg@ y punto,Sos un verg@ y punto,,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Callate ya, {t}"
V3-02334,sintetico,,,No quiero ni un argentino cerca de mi familia,No quiero ni un argentino cerca de mi familia,,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_grupo,odio_grupo|No quiero ni un {gs} cerca de mi familia
V3-02335,sintetico,,,Sos un bavoso y punto,Sos un bavoso y punto,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}"
V3-02336,sintetico,,,Vamos a t******r a ese maje esperame afuera,Vamos a t******r a ese maje esperame afuera,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje
V3-02337,sintetico,,,Está tuanis el 🌮 examen de mañana,Está tuanis el :taco: examen de mañana,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🌮
V3-02338,sintetico,,,"Callate ya, mar1con","Callate ya, mar1con",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso
V3-02339,sintetico,,,Puro imb3kil el que escribió eso,Puro imb3kil el que escribió eso,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}"
V3-02340,sintetico,,,"Regresate de donde viniste, inmigrant3","Regresate de donde viniste, inmigrant3",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}"
V3-02341,sintetico,,,"Todos los ancianos sobran en este país, sin excepción 👴👻","Todos los ancianos sobran en este país, sin excepción :anciano: :fantasma:",,Discurso de Odio,2,Adultos mayores,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_👴👻
V3-02342,sintetico,,,No respondo si lo llego a quuuebrar te lo juro,No respondo si lo llego a quuuebrar te lo juro,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v}
V3-02343,sintetico,,,"Que se vayan 🐒🇭🇳 los centroamericanos, son mierda","Que se vayan :mono: :bandera_honduras: los centroamericanos, son mierda",,Discurso de Odio,2,Latinoamericanos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🐒🇭🇳
V3-02344,sintetico,,,El jura está bien tranquilo hoy 🤝,El jura está bien tranquilo hoy :apretón_de_manos:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🤝
V3-02345,sintetico,,,"Qué asco das, s*bnormal","Qué asco das, s*bnormal",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}"
V3-02346,sintetico,,,"No hablés de lo que no sabés, p1j4","No hablés de lo que no sabés, p1j4",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}"
V3-02347,sintetico,,,"Nadie te preguntó, m@ricon","Nadie te preguntó, m@ricon",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}"
V3-02348,sintetico,,,"No sabés nada, asquerozo","No sabés nada, asquerozo",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto
V3-02349,sintetico,,,"Ya cállese, hocico","Ya cállese, hocico",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}"
V3-02350,sintetico,,,"Cerrá el hocico, khvco","Cerrá el hocico, khvco",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andate de aquí, {t}"
V3-02351,sintetico,,,"caramba, nos vemos el domingo entonces","caramba, nos vemos el domingo entonces",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,"jerga_control|{t}, nos vemos el domingo entonces"
V3-02352,sintetico,,,Se lo van a cargar 🔪,Se lo van a cargar :cuchillo_de_cocina:,,Amenazas/Violencia,3,Individuo,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase3,emoji_clase3|emoji_🔪
V3-02353,sintetico,,,"Regresate de donde viniste, parasito","Regresate de donde viniste, parasito",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}"
V3-02354,sintetico,,,"Gente como vos sobra, p*ndillero","Gente como vos sobra, p*ndillero",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}"
V3-02355,sintetico,,,"Sos lo peor que hay, b3ztia","Sos lo peor que hay, b3ztia",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}"
V3-02356,sintetico,,,Mirá al khol3ro este,Mirá al khol3ro este,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}"
V3-02357,sintetico,,,Mirá al payazo este,Mirá al payazo este,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez
V3-02358,sintetico,,,A ese hay que matarlo antes de que siga 🪦,A ese hay que matarlo antes de que siga :lápida:,,Amenazas/Violencia,3,Individuo,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase3,emoji_clase3|emoji_🪦
V3-02359,sintetico,,,"Los haitianos dan asco, así de simple","Los haitianos dan asco, así de simple",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_grupo,"odio_grupo|Los {g} {p}, así de simple"
V3-02360,sintetico,,,"Lo van a r******r a ese y no es amenaza, es aviso","Lo van a r******r a ese y no es amenaza, es aviso",,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Lo van a {v} a ese
V3-02361,sintetico,,,Ojalá lo golpe4ren pronto acordate de esto,Ojalá lo golpe4ren pronto acordate de esto,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto
V3-02362,sintetico,,,Uno de estos días lo van a q****r,Uno de estos días lo van a q****r,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Uno de estos días lo van a {v}
V3-02363,sintetico,,,Los peruanos traen unas recetas buenísimas,Los peruanos traen unas recetas buenísimas,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} traen unas recetas buenísimas
V3-02364,sintetico,,,Ese maje siempre llega tarde pero llega,Ese maje siempre llega tarde pero llega,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} siempre llega tarde pero llega
V3-02365,sintetico,,,Ese bicho nunca falla cuando se le necesita 🙏,Ese bicho nunca falla cuando se le necesita :manos_en_oración:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🙏
V3-02366,sintetico,,,Se lo van a llevar los cheros te lo juro,Se lo van a llevar los cheros te lo juro,,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_con_cola
V3-02367,sintetico,,,Mirá al v3rga este,Mirá al v3rga este,,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}"
V3-02368,sintetico,,,"Vaya cerote, nos vemos mañana entonces 🥳","Vaya cerote, nos vemos mañana entonces :cara_de_fiesta:",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🥳
V3-02369,sintetico,,,Va a amanecer tieso ese 🔫,Va a amanecer tieso ese :pistola:,,Amenazas/Violencia,3,Individuo,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase3,emoji_clase3|emoji_🔫
V3-02370,sintetico,,,"Ya me hartaste, ma*icon","Ya me hartaste, ma*icon",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}"
V3-02371,sintetico,,,"A ese hay que reeeventarlo antes de que siga y no es amenaza, es aviso","A ese hay que reeeventarlo antes de que siga y no es amenaza, es aviso",,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga
V3-02372,sintetico,,,"Gente como vos sobra, ind10","Gente como vos sobra, ind10",,Discurso de Odio,2,Racismo,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}"
V3-02373,sintetico,,,"Ya cállese, puta","Ya cállese, puta",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez
V3-02374,sintetico,,,Ese cachud otra vez,Ese cachud otra vez,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}"
V3-02375,sintetico,,,Vamos a ver al cerote el domingo,Vamos a ver al cerote el domingo,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Vamos a ver al {t} el domingo
V3-02376,sintetico,,,"exacto, ya se me hizo tarde otra vez","exacto, ya se me hizo tarde otra vez",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,"jerga_control|{t}, ya se me hizo tarde otra vez"
V3-02377,sintetico,,,Fuera los haitianos de nuestro país,Fuera los haitianos de nuestro país,,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_grupo,odio_grupo|Fuera los {g} de nuestro país
